tpsf_id,tpsf_text,transformation_text,scope,impact,pre_sentential_pause,sentence_beginning,sentence_middle,sentence_end,bursts,pattern
80,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar.", auf dem Arbeitsmarkt ,in-sentence transformation,insertion,,, auf dem Arbeitsmarkt ,,[],['sentence_middle']
81,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements "," Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements ",in-sentence transformation,append,,," Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements ",,"[{'preceding_pause': 3.272, 'content': ' '}, {'preceding_pause': 17.837, 'content': 'Dadurch fallen bestimmte berufliche '}, {'preceding_pause': 2.278, 'content': 'Ziele, '}, {'preceding_pause': 25.36, 'content': 'wie der Bereich '}, {'preceding_pause': 7.907, 'content': 'der Forschung '}, {'preceding_pause': 3.604, 'content': 'und des Managements '}]",['sentence_middle']
83,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig ",", weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig ",multi-sentence,append,,,,", weg.","[{'preceding_pause': 0.376, 'content': ', weg. '}, {'preceding_pause': 3.82, 'content': 'Ohne ein Studium '}, {'preceding_pause': 2.069, 'content': 'kann man in diesen Arbeitsfeldern nicht arbeiten. '}, {'preceding_pause': 124.213, 'content': 'Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen '}, {'preceding_pause': 2.681, 'content': 'all die wichtigen Komponenten '}, {'preceding_pause': 2.793, 'content': 'genau richtig '}]","['sentence_end', 'full_sentence', 'sentence_beginning']"
,,,,,,,,,"[{'preceding_pause': 0.376, 'content': ', weg. '}, {'preceding_pause': 3.82, 'content': 'Ohne ein Studium '}, {'preceding_pause': 2.069, 'content': 'kann man in diesen Arbeitsfeldern nicht arbeiten. '}, {'preceding_pause': 124.213, 'content': 'Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen '}, {'preceding_pause': 2.681, 'content': 'all die wichtigen Komponenten '}, {'preceding_pause': 2.793, 'content': 'genau richtig '}]","['sentence_end', 'full_sentence', 'sentence_beginning']"
,,,,,0.376,"Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig ",,,"[{'preceding_pause': 0.376, 'content': ', weg. '}, {'preceding_pause': 3.82, 'content': 'Ohne ein Studium '}, {'preceding_pause': 2.069, 'content': 'kann man in diesen Arbeitsfeldern nicht arbeiten. '}, {'preceding_pause': 124.213, 'content': 'Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen '}, {'preceding_pause': 2.681, 'content': 'all die wichtigen Komponenten '}, {'preceding_pause': 2.793, 'content': 'genau richtig '}]","['sentence_end', 'full_sentence', 'sentence_beginning']"
85,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. kOMM",", sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. kOMM",multi-sentence,append,,,,", sodass sie letztendlich ein Ganzes ergeben.","[{'preceding_pause': 2.757, 'content': ', sodass sie letztendlich '}, {'preceding_pause': 2.162, 'content': 'ein Ganzes ergeben. '}, {'preceding_pause': 163.275, 'content': 'Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert.'}, {'preceding_pause': 29.18, 'content': ' '}, {'preceding_pause': 18.686, 'content': 'kOMM'}]","['sentence_end', 'full_sentence', 'full_sentence', 'sentence_beginning']"
,,,,,,,,,"[{'preceding_pause': 2.757, 'content': ', sodass sie letztendlich '}, {'preceding_pause': 2.162, 'content': 'ein Ganzes ergeben. '}, {'preceding_pause': 163.275, 'content': 'Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert.'}, {'preceding_pause': 29.18, 'content': ' '}, {'preceding_pause': 18.686, 'content': 'kOMM'}]","['sentence_end', 'full_sentence', 'full_sentence', 'sentence_beginning']"
,,,,,,,,,"[{'preceding_pause': 2.757, 'content': ', sodass sie letztendlich '}, {'preceding_pause': 2.162, 'content': 'ein Ganzes ergeben. '}, {'preceding_pause': 163.275, 'content': 'Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert.'}, {'preceding_pause': 29.18, 'content': ' '}, {'preceding_pause': 18.686, 'content': 'kOMM'}]","['sentence_end', 'full_sentence', 'full_sentence', 'sentence_beginning']"
,,,,,2.757,kOMM,,,"[{'preceding_pause': 2.757, 'content': ', sodass sie letztendlich '}, {'preceding_pause': 2.162, 'content': 'ein Ganzes ergeben. '}, {'preceding_pause': 163.275, 'content': 'Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert.'}, {'preceding_pause': 29.18, 'content': ' '}, {'preceding_pause': 18.686, 'content': 'kOMM'}]","['sentence_end', 'full_sentence', 'full_sentence', 'sentence_beginning']"
86,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. ",kOMM,in-sentence transformation,deletion,0.27,kOMM,,,[],['sentence_beginning']
87,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch se","Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch se",cross-sentence,append,,,,,"[{'preceding_pause': 0.285, 'content': 'Kommunikations'}, {'preceding_pause': 2.518, 'content': 'fähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch '}, {'preceding_pause': 2.488, 'content': 'se'}]","['full_sentence', 'sentence_beginning']"
,,,,,0.285,"Was mich aber am meisten Freut, ist, dass hier der Mensch se",,,"[{'preceding_pause': 0.285, 'content': 'Kommunikations'}, {'preceding_pause': 2.518, 'content': 'fähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch '}, {'preceding_pause': 2.488, 'content': 'se'}]","['full_sentence', 'sentence_beginning']"
88,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch", se,in-sentence transformation,deletion,,, se,,[],['sentence_middle']
89,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch, sein Wesen ",", sein Wesen ",in-sentence transformation,append,,,", sein Wesen ",,"[{'preceding_pause': 0.574, 'content': ', sein Wesen '}]",['sentence_middle']
91,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch, sein Wesen, seine Herkunft und seine Kultur ebenfalls eine grosse Rolle spielen. Ich erhoffe mir in diesem Sinn",", seine Herkunft und seine Kultur ebenfalls eine grosse Rolle spielen. Ich erhoffe mir in diesem Sinn",cross-sentence,append,,,,", seine Herkunft und seine Kultur ebenfalls eine grosse Rolle spielen.","[{'preceding_pause': 0.705, 'content': ', seine Herkunft und seine Kultur ebenfalls eine grosse Rolle'}, {'preceding_pause': 2.41, 'content': ' spielen. '}, {'preceding_pause': 74.328, 'content': 'Ich erhoffe mir in diesem Sinn'}]","['sentence_end', 'sentence_beginning']"
,,,,,0.705,Ich erhoffe mir in diesem Sinn,,,"[{'preceding_pause': 0.705, 'content': ', seine Herkunft und seine Kultur ebenfalls eine grosse Rolle'}, {'preceding_pause': 2.41, 'content': ' spielen. '}, {'preceding_pause': 74.328, 'content': 'Ich erhoffe mir in diesem Sinn'}]","['sentence_end', 'sentence_beginning']"
92,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft. Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln. Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen. Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar. Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg. Ohne ein Studium kann man in diesen Arbeitsfeldern nicht arbeiten. Der Bachelor Studiengang ""Sprachliche Integration"" berücksichtigt in meinen Augen all die wichtigen Komponenten genau richtig, sodass sie letztendlich ein Ganzes ergeben. Die Theorie sowie der Mensch stehen im Vordergrund. Sprache hat mich schon immer sehr interessiert. Kommunikationsfähigkeit sowie Offenheit gehören zu meinen Stärken. Was mich aber am meisten Freut, ist, dass hier der Mensch, sein Wesen, seine Herkunft und seine Kultur ebenfalls eine grosse Rolle spielen. Ich erhoffe mir in diesem ",Sinn,in-sentence transformation,deletion,,,Sinn,,[],['sentence_middle']
